BIC-C2
 0.9997664     0.0107524
 0.9996117     0.0108463
 0.9991653     0.0111096
 0.9984422     0.0115337
 0.9974552     0.0121020
 0.9962428     0.0127777
 0.9947830     0.0135559
 0.9930658     0.0144291
 0.9910662     0.0153992
 0.9888048     0.0164477
 0.9862622     0.0175673
 0.9834348     0.0187512
 0.9803232     0.0199919
 0.9769429     0.0212871
 0.9732915     0.0226352
 0.9693596     0.0240535
 0.9651734     0.0255357
 0.9607246     0.0270781
 0.9560184     0.0286777
 0.9510568     0.0303233
 0.9458216     0.0320222
 0.9403477     0.0337514
 0.9346008     0.0355262
 0.9286056     0.0373317
 0.9223492     0.0391768
 0.9158527     0.0410537
 0.9091138     0.0429647
 0.9021298     0.0448980
 0.8949046     0.0468606
 0.8874492     0.0488465
 0.8797632     0.0508546
 0.8718370     0.0528858
 0.8636895     0.0549357
 0.8553112     0.0570062
 0.8467326     0.0590893
 0.8379250     0.0611907
 0.8289075     0.0633064
 0.8196881     0.0654376
 0.8102684     0.0675811
 0.8006500     0.0697348
 0.7908274     0.0719120
 0.7808356     0.0740965
 0.7706538     0.0762946
 0.7602904     0.0785075
 0.7497662     0.0807300
 0.7390801     0.0829659
 0.7282312     0.0852200
 0.7172326     0.0874882
 0.7060935     0.0897754
 0.6948317     0.0920809
 0.6834465     0.0944012
 0.6719671     0.0967312
 0.6603664     0.0990765
 0.6486927     0.1014370
 0.6369472     0.1038097
 0.6251382     0.1061952
 0.6132752     0.1085917
 0.6013904     0.1109895
 0.5894811     0.1133952
 0.5775725     0.1157946
 0.5656616     0.1181924
 0.5537871     0.1205721
 0.5419309     0.1229222
 0.5301215     0.1252350
 0.5183615     0.1275036
 0.5066505     0.1297244
 0.4950067     0.1318884
 0.4834307     0.1339871
 0.4719246     0.1360109
 0.4605063     0.1379571
 0.4491692     0.1398137
 0.4379189     0.1415841
 0.4267687     0.1432558
 0.4157186     0.1448277
 0.4047780     0.1462954
 0.3939474     0.1476457
 0.3832269     0.1488662
 0.3726349     0.1499606
 0.3621667     0.1509202
 0.3518402     0.1517527
 0.3416362     0.1524496
 0.3315860     0.1529983
 0.3216699     0.1533983
 0.3118882     0.1536504
 0.3022515     0.1537547
 0.2927603     0.1537075
 0.2834049     0.1535054
 0.2741852     0.1531513
 0.2651114     0.1526472
 0.2561736     0.1519945
 0.2473711     0.1511936
 0.2387138     0.1502512
 0.2301706     0.1491647
 0.2217820     0.1479456
 0.2135277     0.1465940
 0.2053965     0.1451073
 0.1974192     0.1434975
 0.1895637     0.1417558
 0.1818506     0.1398948
 0.1742685     0.1379180
 0.1668155     0.1358305
 0.1595128     0.1336455
 0.1523378     0.1313518
 0.1453053     0.1289607
 0.1384198     0.1264687
 0.1316629     0.1238785
 0.1250644     0.1212093
 0.1186019     0.1184562
 0.1122859     0.1156269
 0.1061268     0.1127288
 0.1001121     0.1097558
 0.0942525     0.1067154
 0.0885391     0.1036048
 0.0829969     0.1004439
 0.0776138     0.0972266
 0.0723933     0.0939529
 0.0673292     0.0906258
 0.0624235     0.0872516
 0.0577021     0.0838459
 0.0531395     0.0803924
 0.0487609     0.0769139
 0.0445660     0.0734030
 0.0405418     0.0698602
 0.0367053     0.0662905
 0.0330567     0.0627030
 0.0295954     0.0590993
 0.0263245     0.0554877
 0.0232444     0.0518670
 0.0203598     0.0482538
 0.0176617     0.0446478
 0.0151552     0.0410629
 0.0128329     0.0374940
 0.0107008     0.0339665
 0.0087557     0.0304631
 0.0070087     0.0270124
 0.0054526     0.0235980
 0.0040833     0.0202368
 0.0029297     0.0169430
 0.0019886     0.0137051
 0.0012337     0.0105526
 0.0006358     0.0074890
 0.0002376     0.0045194
 0.0000580     0.0016398
 0.0000276    -0.0011152
 0.0002122    -0.0037579
 0.0007079    -0.0062361
 0.0014856    -0.0085258
 0.0025153    -0.0106234
 0.0037824    -0.0124922
 0.0052902    -0.0141345
 0.0070405    -0.0155419
 0.0090267    -0.0167399
 0.0112430    -0.0177444
 0.0137137    -0.0185699
 0.0164637    -0.0192177
 0.0194896    -0.0196967
 0.0228131    -0.0200309
 0.0264405    -0.0202239
 0.0303861    -0.0202789
 0.0346237    -0.0202049
 0.0391824    -0.0199949
 0.0440342    -0.0196538
 0.0491999    -0.0191854
 0.0546706    -0.0185888
 0.0604367    -0.0178683
 0.0665199    -0.0170195
 0.0729084    -0.0160570
 0.0795957    -0.0149764
 0.0866008    -0.0137858
 0.0939029    -0.0124963
 0.1015176    -0.0110944
 0.1094418    -0.0095956
 0.1176763    -0.0080031
 0.1262110    -0.0063249
 0.1350556    -0.0045672
 0.1442025    -0.0027323
 0.1536474    -0.0008356
 0.1633768     0.0011277
 0.1733972     0.0031474
 0.1837080     0.0052180
 0.1942915     0.0073366
 0.2051472     0.0094965
 0.2162721     0.0116847
 0.2276610     0.0139045
 0.2393122     0.0161464
 0.2512055     0.0184013
 0.2633397     0.0206651
 0.2757141     0.0229332
 0.2883220     0.0252053
 0.3011415     0.0274634
 0.3141738     0.0297002
 0.3274081     0.0319008
 0.3408452     0.0340692
 0.3544547     0.0362075
 0.3682445     0.0382987
 0.3821989     0.0403240
 0.3963173     0.0422665
 0.4105713     0.0441207
 0.4249587     0.0458799
 0.4394602     0.0475454
 0.4540724     0.0491029
 0.4687690     0.0505562
 0.4835569     0.0518889
 0.4984074     0.0531028
 0.5132971     0.0541928
 0.5282377     0.0551655
 0.5431889     0.0560029
 0.5581595     0.0566971
 0.5731087     0.0572474
 0.5880369     0.0576589
 0.6029330     0.0579201
 0.6177665     0.0580361
 0.6325269     0.0580089
 0.6472040     0.0578320
 0.6617670     0.0575003
 0.6762156     0.0570152
 0.6905293     0.0563762
 0.7046775     0.0555808
 0.7186593     0.0546417
 0.7324560     0.0535556
 0.7460460     0.0523257
 0.7594088     0.0509497
 0.7725348     0.0494361
 0.7854141     0.0477962
 0.7980080     0.0460284
 0.8103225     0.0441451
 0.8223306     0.0421466
 0.8340217     0.0400469
 0.8453687     0.0378555
 0.8563812     0.0355849
 0.8670286     0.0332512
 0.8772923     0.0308620
 0.8871742     0.0284242
 0.8966536     0.0259612
 0.9057414     0.0234844
 0.9144129     0.0210043
 0.9226656     0.0185368
 0.9304871     0.0161010
 0.9378835     0.0136979
 0.9448408     0.0113510
 0.9513619     0.0090685
 0.9574464     0.0068665
 0.9631052     0.0047551
 0.9683418     0.0027427
 0.9731368     0.0008493
 0.9775236    -0.0009242
 0.9814856    -0.0025687
 0.9850405    -0.0040808
 0.9881884    -0.0054514
 0.9909409    -0.0066774
 0.9933072    -0.0077517
 0.9952989    -0.0086716
 0.9969121    -0.0094335
 0.9981669    -0.0100306
 0.9990615    -0.0104651
 0.9995860    -0.0107283
 0.9997664    -0.0108181
